method,label,rationale,true_label,claim,correct
random,REFUTES,Random selection,REFUTES,Muscarinic acetylcholine receptors are actylcholine cells.,True
random,REFUTES,Random selection,NOT ENOUGH INFO,Colin Kaepernick became a starting quarterback during the 49ers 63rd season in the National Football League.,False
random,REFUTES,Random selection,SUPPORTS,Hourglass was released 6 years after New Moon Shine.,False
random,REFUTES,Random selection,SUPPORTS,"X-Men: Apocalypse's story was developed by Kinberg, Dougherty, and Harris.",False
random,SUPPORTS,Random selection,SUPPORTS,Liverpool is in Europe.,True
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,23 percent of the University of Mississippi's graduates are successful.,True
random,SUPPORTS,Random selection,REFUTES,"Murda Beatz is from Fort Erie, Montreal.",False
random,SUPPORTS,Random selection,NOT ENOUGH INFO,Steve Wozniak designed the Grand Central Terminal.,False
random,SUPPORTS,Random selection,REFUTES,Season 2 of Fargo takes place in Midwestern Canada.,False
random,REFUTES,Random selection,NOT ENOUGH INFO,A monk practices atheistic asceticism.,False
random,REFUTES,Random selection,REFUTES,The United Nations Charter was signed in Germany.,True
random,SUPPORTS,Random selection,NOT ENOUGH INFO,Touchscreens are used in wind-powered voting machines.,False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Taylor Lautner has been a voice actor.,False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Reign Over Me was scripted and directed by Mike Binder.,False
random,SUPPORTS,Random selection,NOT ENOUGH INFO,Aristotle spent almost 20 dollars at the Academy.,False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,St. Anger is the eighth studio album by Metallica.,False
random,REFUTES,Random selection,SUPPORTS,Arizona is a state in the United States.,False
random,REFUTES,Random selection,SUPPORTS,The retreat of sea ice is one of the expected outcomes of global warming.,False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Numb was released in a Linkin Park DLC for 2011.,False
random,REFUTES,Random selection,SUPPORTS,CHiPs is a film that was made in the United States and categorized as comedy.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Capsicum chinense originates in the Americas.,True
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Warner Bros. released Avenged Sevenfold.,False
random,REFUTES,Random selection,REFUTES,Jenna Jameson started acting in erotic videos in 1990.,True
random,REFUTES,Random selection,NOT ENOUGH INFO,Edmund H. North presented an Academy Award.,False
random,REFUTES,Random selection,SUPPORTS,Polar bears depend on the Arctic Ocean as their main food source.,False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Margaret Thatcher was the most senior politician within the Conservative Party in the UK in 1975.,False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Sean Penn was in Fast Times at Ridgemont High.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Mel B released a film on Virgin Records.,True
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Hush (2016 film) was produced.,False
random,SUPPORTS,Random selection,REFUTES,Middle-earth was created by a Canadian writer.,False
random,SUPPORTS,Random selection,SUPPORTS,Anushka Sharma won a Filmfare Award for Best Supporting Actress.,True
random,SUPPORTS,Random selection,SUPPORTS,The dress was online.,True
random,REFUTES,Random selection,NOT ENOUGH INFO,James Jones won the All-Star Game.,False
random,SUPPORTS,Random selection,NOT ENOUGH INFO,Shane McMahon won the Hardcore Championship once in 1998.,False
random,REFUTES,Random selection,REFUTES,Southpaw is only a sports drama book.,True
random,NOT ENOUGH INFO,Random selection,REFUTES,"Alexandra Daddario was born on March 22, 1986.",False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Rhythm Nation was the highest grossing cover by Girls' Generation.,True
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Eddie Guerrero had estates that were incorporated into his storylines.,True
random,REFUTES,Random selection,SUPPORTS,Pearl Jam is a rock band.,False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,"Kenneth Lonergan was born in New York on October 16, 1962.",False
random,REFUTES,Random selection,NOT ENOUGH INFO,Brubaker is an award-winning film.,False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Hashtags were used to respond to the dress.,False
random,REFUTES,Random selection,REFUTES,Terry Crews played only on the Pittsburgh Steelers.,True
random,NOT ENOUGH INFO,Random selection,SUPPORTS,The Chrysler Building was the world's tallest building for 11 months.,False
random,REFUTES,Random selection,REFUTES,Men in Black II is a 1992 film.,True
random,NOT ENOUGH INFO,Random selection,REFUTES,Riverdale is an original work.,False
random,REFUTES,Random selection,NOT ENOUGH INFO,Robert Palmer (writer) played an instrument in a group.,False
random,REFUTES,Random selection,REFUTES,Smriti Mandhana was born in August.,True
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,James VI and I was a lackey.,True
random,NOT ENOUGH INFO,Random selection,REFUTES,CHiPs is based on nothing.,False
random,NOT ENOUGH INFO,Random selection,REFUTES,Chile is a city.,False
random,REFUTES,Random selection,SUPPORTS,Fidel Castro transferred his responsibilities to his brother.,False
random,NOT ENOUGH INFO,Random selection,REFUTES,Lou Gehrig received no votes on the Major League Baseball All-Century Team in 1999.,False
random,REFUTES,Random selection,REFUTES,Dilwale Dulhania Le Jayenge was all filmed in China.,True
random,REFUTES,Random selection,SUPPORTS,Richard Alf was one of the founders of San Diego Comic-Con.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Aleister Crowley denied English citizenship.,True
random,REFUTES,Random selection,SUPPORTS,The Mighty Ducks was distributed by a subsidiary of Walt Disney Studios.,False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,"A director of plays was José Ferrer,",False
random,SUPPORTS,Random selection,SUPPORTS,Omar Khadr was convicted.,True
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Pearl Jam is considered to be one of the most diverse bands of its time.,True
random,REFUTES,Random selection,NOT ENOUGH INFO,Off the Wall won its singer a Billboard Music Award.,False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Joe Wicks is played by Paul Nicholls.,False
random,REFUTES,Random selection,REFUTES,Always premiered in the Paleozoic Era.,True
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Liverpool is a tourist destination because of The Beatles.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Psych is a required course in California.,True
random,REFUTES,Random selection,REFUTES,Juventus F.C. is the second oldest ultimate frisbee club in Italy.,True
random,SUPPORTS,Random selection,REFUTES,Baz Luhrmann's film Australia was only rejected to be starred in by Hugh Jackman.,False
random,REFUTES,Random selection,SUPPORTS,"Syracuse, New York, had a metropolitan area with a population of more than 600,000 residents according to the 2010 Census.",False
random,REFUTES,Random selection,REFUTES,Andrew Kevin Walker is a cat.,True
random,SUPPORTS,Random selection,SUPPORTS,Aarhus is the place of Aarhus municipality.,True
random,SUPPORTS,Random selection,SUPPORTS,Rob Sheridan is an American photographer.,True
random,SUPPORTS,Random selection,NOT ENOUGH INFO,Men in Black II is an award-winning film.,False
random,SUPPORTS,Random selection,REFUTES,Invasion literature was influential in Spain in shaping popular perceptions.,False
random,REFUTES,Random selection,NOT ENOUGH INFO,Paul Nicholls played Batman.,False
random,SUPPORTS,Random selection,SUPPORTS,David Spade starred in Tommy Boy.,True
random,REFUTES,Random selection,SUPPORTS,Osamu Tezuka was a child.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Ashton Kutcher was co-stars with Emma Watson.,True
random,REFUTES,Random selection,NOT ENOUGH INFO,Ashley Cole is Iranian.,False
random,SUPPORTS,Random selection,REFUTES,Tie Your Mother Down was only ever released as part of an album instead of as a single.,False
random,REFUTES,Random selection,NOT ENOUGH INFO,Samwell Tarly is a protagonist.,False
random,REFUTES,Random selection,REFUTES,In the End was released through Interscope Records.,True
random,SUPPORTS,Random selection,SUPPORTS,Wildfang is a US-based women's apparel company featuring hats that are tomboyish in style.,True
random,REFUTES,Random selection,REFUTES,The 100 is not a TV series following a group of teens.,True
random,REFUTES,Random selection,SUPPORTS,Pirates of the Caribbean is in Disneyland Paris.,False
random,NOT ENOUGH INFO,Random selection,REFUTES,Paramore is Texan.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Happiness in Slavery is a gospel song by Nine Inch Nails.,True
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Alice Cooper's career has been long.,False
random,NOT ENOUGH INFO,Random selection,REFUTES,Kellyanne Conway has not been embroiled in a series of controversies.,False
random,NOT ENOUGH INFO,Random selection,REFUTES,The Sterile Cuckoo was directed by Tim Burton.,False
random,REFUTES,Random selection,REFUTES,Wilhelmina Slater is a fictional setting.,True
random,SUPPORTS,Random selection,REFUTES,"Dan O'Bannon graduated college on September 30th, 1946.",False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,José Ferrer was a director of government projects.,True
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Mount Rushmore was made.,False
random,NOT ENOUGH INFO,Random selection,REFUTES,Microbiologists typically avoid investigating infectious microorganisms.,False
random,REFUTES,Random selection,SUPPORTS,Joe Rogan moved to Los Angeles.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Soyuz was part of the Indian space program.,True
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Off the Wall is a record by Michael Jackson.,False
random,NOT ENOUGH INFO,Random selection,REFUTES,Winter's Tale is only a movie.,False
random,REFUTES,Random selection,SUPPORTS,Wildfang was founded by two people.,False
random,NOT ENOUGH INFO,Random selection,REFUTES,Brazzers is a pornographic festival.,False
random,SUPPORTS,Random selection,NOT ENOUGH INFO,Tenacious D started in May of 1994.,False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Joe Walsh was inducted in 2001.,False
random,REFUTES,Random selection,SUPPORTS,The Greek language is spoken in Albania.,False
random,REFUTES,Random selection,SUPPORTS,New Orleans Pelicans play in the NBA in the Western Conference.,False
random,REFUTES,Random selection,REFUTES,Ludwig van Beethoven was part of the jam band era.,True
random,NOT ENOUGH INFO,Random selection,REFUTES,A Milli is a building by a hip hop recording artist.,False
random,SUPPORTS,Random selection,NOT ENOUGH INFO,Bradley Fuller is an American filmmaker.,False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Brick (film) is a film.,False
random,SUPPORTS,Random selection,SUPPORTS,"On September 26, 1937 Bessie Smith died.",True
random,REFUTES,Random selection,NOT ENOUGH INFO,Uranium-235 was discovered by a governor who was born in August.,False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Acting is John Krasinski's career.,False
random,REFUTES,Random selection,SUPPORTS,Knocked Up was released around the world.,False
random,NOT ENOUGH INFO,Random selection,REFUTES,Homer Hickman was incapable of writing anything for the Josh Thurlow novels.,False
random,REFUTES,Random selection,NOT ENOUGH INFO,Vietnam is the 14th most famous country in the world.,False
random,SUPPORTS,Random selection,NOT ENOUGH INFO,Home for the Holidays stars an American director.,False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,"Beaverton, Oregon is a city in Washington County.",False
random,NOT ENOUGH INFO,Random selection,REFUTES,Congressional Space Medal of Honor is awarded based on recommendations from the Administrator of Office Depot.,False
random,NOT ENOUGH INFO,Random selection,REFUTES,David Packouz refused to be an entrepreneur.,False
random,SUPPORTS,Random selection,SUPPORTS,Sheryl Lee reprised her role of a woman.,True
random,REFUTES,Random selection,NOT ENOUGH INFO,The New York City Landmarks Preservation Commission includes a priest.,False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Same Old Love is a work of music.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Soul Food is the only comedy film to ever exist.,True
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,"Camden, New Jersey is in a mall.",True
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Liam Neeson has presented an Academy Award.,True
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Stanley Williams was Catholic.,True
random,SUPPORTS,Random selection,NOT ENOUGH INFO,In a Lonely Place was based on a mystery by Dorthy B. Hughes,False
random,NOT ENOUGH INFO,Random selection,REFUTES,"Recovery only has one singer on it, Drake.",False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Henry VIII (TV serial) stars a Venezuelan actor.,True
random,REFUTES,Random selection,SUPPORTS,Aparshakti Khurana appeared in a film.,False
random,REFUTES,Random selection,NOT ENOUGH INFO,The Cretaceous ended with a large mass extinction in 2010.,False
random,SUPPORTS,Random selection,NOT ENOUGH INFO,Papua was formerly West Irian and was cultured.,False
random,NOT ENOUGH INFO,Random selection,REFUTES,Wentworth Miller made his screenwriting debut with the 80s film Stoker.,False
random,NOT ENOUGH INFO,Random selection,REFUTES,Mogadishu is only a business.,False
random,REFUTES,Random selection,REFUTES,Yara Shahidi is 32 years old.,True
random,NOT ENOUGH INFO,Random selection,REFUTES,Always premiered in 1492.,False
random,SUPPORTS,Random selection,REFUTES,Rachel Green is a fictional hat.,False
random,REFUTES,Random selection,SUPPORTS,Henry VIII (TV serial) features a film and television actor in a leading role.,False
random,REFUTES,Random selection,REFUTES,Simón Bolívar's full name is Simón Bolívar.,True
random,REFUTES,Random selection,REFUTES,Matthew Gray Gubler was born in 1984.,True
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Folklore includes tigers.,True
random,NOT ENOUGH INFO,Random selection,SUPPORTS,One Turkic language was the Chagatai language.,False
random,REFUTES,Random selection,REFUTES,Hot Right Now is from the author Bob Stanley.,True
random,SUPPORTS,Random selection,REFUTES,The Mighty Ducks was produced by Waluigi.,False
random,NOT ENOUGH INFO,Random selection,REFUTES,The Adventures of Pluto Nash was directed by Ron Underwood in 2006.,False
random,REFUTES,Random selection,NOT ENOUGH INFO,The New York Knicks compete in the National League.,False
random,NOT ENOUGH INFO,Random selection,REFUTES,"Yara Shahidi was born on February 10, 1900.",False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Shane Black was born in 1961.,False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Mud stars Matthew McConaughey.,False
random,SUPPORTS,Random selection,SUPPORTS,DNA features songs.,True
random,REFUTES,Random selection,REFUTES,Mary of Teck was never queen mother.,True
random,NOT ENOUGH INFO,Random selection,REFUTES,Global warming will result in the expansion of permafrost.,False
random,SUPPORTS,Random selection,SUPPORTS,Harris Jayaraj is a film composer.,True
random,REFUTES,Random selection,NOT ENOUGH INFO,Drake Bell is a brother.,False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Seohyun was born in 1991.,False
random,REFUTES,Random selection,NOT ENOUGH INFO,Kesha is Jewish.,False
random,SUPPORTS,Random selection,REFUTES,Saxony is a horse.,False
random,SUPPORTS,Random selection,SUPPORTS,2016 Tour de France was a race.,True
random,SUPPORTS,Random selection,REFUTES,Ingushetia was incapable of being established after Chechen-Ingush ASSR split into two.,False
random,REFUTES,Random selection,SUPPORTS,The ruins of the ancient Roman town of Pompeii lie near Naples.,False
random,SUPPORTS,Random selection,REFUTES,The horse has shrunk in size as it evolved.,False
random,NOT ENOUGH INFO,Random selection,REFUTES,Cheese in the Trap (TV series) comes from India.,False
random,SUPPORTS,Random selection,REFUTES,James Earl Jones was not a voice actor in The Lion King.,False
random,REFUTES,Random selection,NOT ENOUGH INFO,Tim McGraw played a role in a 2009 American biographical sports drama movie.,False
random,REFUTES,Random selection,NOT ENOUGH INFO,Victoria Palace Theatre is opposite Victoria Station and is a place of culture.,False
random,SUPPORTS,Random selection,NOT ENOUGH INFO,Colin Kaepernick is a starter for the San Francisco Giants.,False
random,SUPPORTS,Random selection,SUPPORTS,Buffy Summers appears in a book.,True
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Britt Robertson is an entertainer.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,The mother of Osamu Tezuka had to erase pages in his notebook.,True
random,REFUTES,Random selection,REFUTES,Aarhus is the second-largest city in Germany.,True
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Sidse Babett Knudsen does television work.,False
random,SUPPORTS,Random selection,REFUTES,Taylor Lautner appeared in The Bernie Mac Show in 2001.,False
random,NOT ENOUGH INFO,Random selection,REFUTES,Exercise raises resting heart rate in the long term.,False
random,SUPPORTS,Random selection,REFUTES,Mary-Kate Olsen and Ashley Olsen are incapable of being fashion designers.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Barry Van Dyke is an English actor.,True
random,REFUTES,Random selection,SUPPORTS,Anne Sullivan was born in 1866.,False
random,REFUTES,Random selection,SUPPORTS,Charles Manson led a sort-of-commune that came into being in California in the late 1960s.,False
random,REFUTES,Random selection,SUPPORTS,"Alice Cooper is a singer, songwriter and actor.",False
random,SUPPORTS,Random selection,REFUTES,Tamerlan Tsarnaev was an only child.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,"Alexandra Daddario was bullied on March 16, 1986.",True
random,SUPPORTS,Random selection,SUPPORTS,Reign Over Me was released in 2007.,True
random,NOT ENOUGH INFO,Random selection,REFUTES,First Motion Picture Unit produced zero films.,False
random,NOT ENOUGH INFO,Random selection,REFUTES,"Fabian Nicieza was born December 3, 1967.",False
random,REFUTES,Random selection,REFUTES,The Mighty Ducks was distributed only by Netflix.,True
random,SUPPORTS,Random selection,SUPPORTS,A performance in The Godfather Part II was nominated for an Academy Award for Best Actor.,True
random,SUPPORTS,Random selection,REFUTES,The 100 does not follow character Clarke Griffin.,False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Saturn Corporation is known by another name.,False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,The Concert for Bangladesh is seen as a highly successful and influential humanitarian aid project.,False
random,REFUTES,Random selection,SUPPORTS,Daggering has connections to a genre of Jamaican music.,False
random,REFUTES,Random selection,REFUTES,"Sidse Babett Knudsen died on November 22nd, 1967.",True
random,SUPPORTS,Random selection,REFUTES,Luke Cage did not appear in a comic book series.,False
random,SUPPORTS,Random selection,REFUTES,Fortunes of War omits Kenneth Branagh.,False
random,REFUTES,Random selection,REFUTES,Riddick is in a documentary.,True
random,SUPPORTS,Random selection,NOT ENOUGH INFO,Harold Macmillan only served as the President of the United Kingdom.,False
random,SUPPORTS,Random selection,SUPPORTS,Shadowhunters debuted on Freeform.,True
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Juventus F.C. is the second oldest association football (soccer) club in Italy.,False
random,REFUTES,Random selection,NOT ENOUGH INFO,The Mirny (sloop-of-war) was a 20-gun warship.,False
random,SUPPORTS,Random selection,REFUTES,Margaret Thatcher was not a politician.,False
random,SUPPORTS,Random selection,REFUTES,Trevor Griffiths was born on Mars.,False
random,SUPPORTS,Random selection,REFUTES,"Beaverton, Oregon's city center is in decline.",False
random,SUPPORTS,Random selection,SUPPORTS,Sebastian Stan had a role in a TV production.,True
random,REFUTES,Random selection,SUPPORTS,Kelly Preston starred in The Cat in the Hat.,False
random,REFUTES,Random selection,SUPPORTS,Papua was formerly called a different name.,False
random,NOT ENOUGH INFO,Random selection,REFUTES,A Floppy disk is composed of a thin and flexible electronic storage medium.,False
random,NOT ENOUGH INFO,Random selection,REFUTES,Rhythm Nation was incapable of being performed on Britain's Got Talent.,False
random,REFUTES,Random selection,SUPPORTS,Michigan is one of the fifty states in the United States.,False
random,SUPPORTS,Random selection,REFUTES,Tatum O'Neal married a professional golf player.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,The Closer's final season was its most-watched season.,True
random,SUPPORTS,Random selection,SUPPORTS,Always is a film.,True
random,NOT ENOUGH INFO,Random selection,REFUTES,Stadium Arcadium was released in or before 1997.,False
random,REFUTES,Random selection,SUPPORTS,Pearl Jam is a band.,False
random,REFUTES,Random selection,NOT ENOUGH INFO,Henry II of France announced an untimely death.,False
random,REFUTES,Random selection,SUPPORTS,Andrew Kevin Walker is from America.,False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Topman has outlets in six cities and towns in Ireland.,False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Ann Richards was professionally involved in politics.,False
random,SUPPORTS,Random selection,REFUTES,Yale University's alumni includes zero U.S. Supreme Court Justices.,False
random,REFUTES,Random selection,SUPPORTS,Birthday Song (2 Chainz song) was produced by a producer.,False
random,REFUTES,Random selection,REFUTES,Recovery is an Eminem song.,True
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Anne Sullivan was an American teacher.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Youtube is a location connected to the Internet that maintains one or more pages on the World Wide Web.,True
random,REFUTES,Random selection,NOT ENOUGH INFO,Residents of Basildon work in Central London.,False
random,NOT ENOUGH INFO,Random selection,REFUTES,Kendall Jenner is a driver.,False
random,REFUTES,Random selection,REFUTES,The Washington Wizards lost the division title in 2017.,True
random,REFUTES,Random selection,REFUTES,Michelin Guides were published for the first time in 1995.,True
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Topman is part of a retailing company.,True
random,SUPPORTS,Random selection,SUPPORTS,Guatemala's civil war had two sides.,True
random,REFUTES,Random selection,NOT ENOUGH INFO,Roland Emmerich is a collector of Picasso paintings.,False
random,SUPPORTS,Random selection,NOT ENOUGH INFO,2016 Tour de France was a 21-stage relay.,False
random,REFUTES,Random selection,NOT ENOUGH INFO,Topman is an independent company.,False
random,REFUTES,Random selection,SUPPORTS,Marvel vs. Capcom: Infinite is a work.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Black Canary is a character in works.,True
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Michaela Watkins is a woman who acts.,False
random,REFUTES,Random selection,REFUTES,Shane McMahon won the Hardcore Championship thrice.,True
random,NOT ENOUGH INFO,Random selection,SUPPORTS,"Larry the Cable Guy series finale aired on August 28th, 2013.",False
random,SUPPORTS,Random selection,SUPPORTS,Miranda Otto began her acting career at age 18.,True
random,REFUTES,Random selection,SUPPORTS,The Los Angeles Rams is a team that Terry Crews played for.,False
random,REFUTES,Random selection,REFUTES,"Earl Scruggs was born on May 22nd, 1992.",True
random,SUPPORTS,Random selection,NOT ENOUGH INFO,Robert Palmer (writer) has produced jazz recordings.,False
random,SUPPORTS,Random selection,SUPPORTS,Hot Right Now is off of a DJ Fresh album.,True
random,NOT ENOUGH INFO,Random selection,REFUTES,Steve Ditko has only ever studied at Emerson.,False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Gaga's second consecutive number-one record in the United States was Artpop.,False
random,SUPPORTS,Random selection,NOT ENOUGH INFO,Tamerlan Tsarnaev has been to the dentist.,False
random,REFUTES,Random selection,REFUTES,Guillermo del Toro died in 1964.,True
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,"Luis Fonsi's given name, which he does not use when performing, is Luis Alfonso Rodríguez López-Cepero.",True
random,REFUTES,Random selection,REFUTES,Terry Crews was only a quarterback.,True
random,SUPPORTS,Random selection,SUPPORTS,Shane McMahon won the European Championship once.,True
random,SUPPORTS,Random selection,REFUTES,In the Cretaceous pterosaurs and large marine reptiles prospered and continued their survival.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Kendall Jenner was in Time magazine.,True
random,SUPPORTS,Random selection,NOT ENOUGH INFO,I Kissed a Girl is part of Katy Perry's second studio jazz album.,False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Tim McGraw was in a movie with Reese Witherspoon.,False
random,REFUTES,Random selection,NOT ENOUGH INFO,Physical entities are distinguished by life.,False
random,REFUTES,Random selection,REFUTES,Hedda Gabler's world premiere took place in Schwabing.,True
random,NOT ENOUGH INFO,Random selection,REFUTES,Francis I of France was the father of Francis of the Large Nose.,False
random,REFUTES,Random selection,REFUTES,Vedam is a 2010 South African romance film.,True
random,NOT ENOUGH INFO,Random selection,SUPPORTS,The Bahamas is an internationally recognized state that comprises a series of islands that form an archipelago.,False
random,NOT ENOUGH INFO,Random selection,REFUTES,Jens Stolenberg only held the office of Prime Minister from 2000 to 2001.,False
random,NOT ENOUGH INFO,Random selection,REFUTES,Marjorie Gross is illiterate.,False
random,SUPPORTS,Random selection,NOT ENOUGH INFO,Tinker Tailor Soldier Spy stars Tom Cruise.,False
random,SUPPORTS,Random selection,NOT ENOUGH INFO,L.A. Reid has served as the chairman of an Egyptian record label group formed in 1998.,False
random,NOT ENOUGH INFO,Random selection,REFUTES,Cher is Cher's eighteenth orchestra.,False
random,SUPPORTS,Random selection,REFUTES,Psych is a drama and comedy that aired in 2004.,False
random,SUPPORTS,Random selection,REFUTES,"Lost lasted from October 14, 1985 to December 13, 1999.",False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Don Bradman's status as a national icon was recognized.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Princess Mononoke is only a Ghibli TV series.,True
random,NOT ENOUGH INFO,Random selection,REFUTES,X-Men: Apocalypse was cancelled in 2013.,False
random,REFUTES,Random selection,REFUTES,The album Cher was created only by Bon Jovi.,True
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Veeru Devgan is Indian and Scottish.,True
random,SUPPORTS,Random selection,REFUTES,I Kissed a Girl was recorded by Brittany Spears.,False
random,SUPPORTS,Random selection,NOT ENOUGH INFO,Rick Rosner wrote the TV series that CHiPs is based on.,False
random,REFUTES,Random selection,SUPPORTS,"Camden, New Jersey is the home of a university that was founded as the South Jersey Law School in 1926.",False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Harvard University is the first University in the U.S.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Despicable Me 2 was animated by Illumination Mac Guff in 2014.,True
random,SUPPORTS,Random selection,REFUTES,Bea Arthur was solely German.,False
random,SUPPORTS,Random selection,SUPPORTS,The Hanford Site contributes to the LIGO Hanford Observatory.,True
random,REFUTES,Random selection,NOT ENOUGH INFO,The horse used to have five toes.,False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Nicholas Brody is a character on Homeland.,False
random,SUPPORTS,Random selection,REFUTES,Brad Wilk died before helping to co-found Rage.,False
random,SUPPORTS,Random selection,NOT ENOUGH INFO,Sandra Bullock was fired by ABC.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Luke Cage was featured as the title character of a comic book zero times.,True
random,NOT ENOUGH INFO,Random selection,REFUTES,Peking University is in a unitary sovereign state that's located in East Asia.,False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,The Sterile Cuckoo was adapted from The Sterile Cuckoo.,False
random,SUPPORTS,Random selection,NOT ENOUGH INFO,The Concert for Bangladesh generated awareness and considerable balloons.,False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Shinji Mikami is a producer.,False
random,SUPPORTS,Random selection,NOT ENOUGH INFO,The Chagatai language was spoken in Turkey and Kazakhstan.,False
random,SUPPORTS,Random selection,REFUTES,Aaron Burr murdered one of the American Founding Fathers.,False
random,SUPPORTS,Random selection,REFUTES,English people are unconnected to the Saxons.,False
random,SUPPORTS,Random selection,NOT ENOUGH INFO,Moonlight's filming began in a store.,False
random,REFUTES,Random selection,SUPPORTS,Baz Luhrmann's film has different genres.,False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Flaked was renewed for a seven episode season.,True
random,NOT ENOUGH INFO,Random selection,REFUTES,"Camden, New Jersey has no universities.",False
random,NOT ENOUGH INFO,Random selection,SUPPORTS,Tim McGraw had a supporting role in The Blind Side.,False
random,REFUTES,Random selection,SUPPORTS,Avenged Sevenfold's fourth studio album is Avenged Sevenfold.,False
random,SUPPORTS,Random selection,REFUTES,"Harold Macmillan died on December 29, 1886.",False
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,Underdog features the voice talents of Angelina Jolie.,True
random,NOT ENOUGH INFO,Random selection,NOT ENOUGH INFO,"Dan O'Bannon was born on September 30th, 1946 in a log cabin.",True
random,SUPPORTS,Random selection,NOT ENOUGH INFO,Henry II of France is a husband.,False
random,SUPPORTS,Random selection,SUPPORTS,Augustus died in 14 AD.,True
